1,1.32,2,1.387755102,3.102040816,11.4
1,1.755555556,3.2,17.2,8.3,25.4
1,1.25,1.75,23.3880597,10,23.25
1,0.5,1.125,23.265625,10.3125,11.625
1,0.982758621,1.9,14.17525773,7.907216495,15
1,0.87037037,1.4,13.46478873,5.633802817,14.2
1,2.059322034,2.055555556,4.430555556,4.375,13.77777778
1,0.295238095,1.823529412,3.78,3.4,7.117647059
1,0.059701493,0.857142857,8.670454545,4.261363636,7.476190476
1,0.753424658,1.647058824,13.66666667,5.626666667,9.705882353
1,1.303030303,2.428571429,13.13888889,6.861111111,22.28571429
1,0.77027027,1.2,5.781609195,6.126436782,8.65
2,0.909090909,0.086956522,8,3,13.7826087
2,1.393258427,1.928571429,10.55172414,4.74137931,15.64285714
2,1.337662338,0.263157895,11.67647059,7.014705882,9.473684211
2,1.278688525,2.2,28.02325581,10.34883721,13.9
2,1.692307692,3.4,15.05747126,6.896551724,27
2,0.547008547,2.161290323,18.51442308,11.08653846,10.22580645
2,1.388235294,2.0625,4.330188679,3.716981132,12.625
2,1.132653061,1.368421053,10.42857143,4.971428571,12.05263158
2,1.412698413,1.636363636,6.148148148,2.444444444,11.90909091
2,0.951807229,1.473684211,12.94791667,5.46875,10.10526316
2,1.289719626,2.529411765,9.111842105,6.052631579,15.23529412
2,1.743589744,3.5,9.068181818,4.5,24.25
2,0.721311475,1.04,5.353333333,3.833333333,10.56
2,0.922330097,1.368421053,23.53846154,14.14423077,13.26315789
2,0.591397849,2.272727273,22.46938776,15.54081633,12.81818182
2,2,0.896551724,8.559322034,5.152542373,10.10344828
2,1.523809524,1.636363636,7.492146597,6.083769634,16.22727273
2,0.745454545,1.8,10.96330275,7.28440367,14.7
2,1.466666667,2.125,4.513888889,3.847222222,14.125
2,0.229166667,1.142857143,11.40740741,5.796296296,7.857142857
2,1.352941176,1.666666667,15.43010753,8.688172043,13.83333333
2,0.735632184,1.111111111,17.44,8.813333333,10.83333333
2,0.794117647,1.714285714,23.67857143,13.94642857,13.28571429
2,1.15625,2.210526316,18.11711712,11.58558559,12.10526316
2,0.762886598,2.25,5.652173913,4.717391304,11
2,0.958333333,1.9,19.74074074,10.07407407,13.6
2,1.304347826,1.864864865,19.51020408,13.21088435,13.62162162
2,0.612716763,2.972222222,22.31111111,12.17777778,12
2,1.298701299,1.3125,4.611111111,3.811111111,11
2,0.620253165,1.117647059,17.01775148,13.57988166,13.52941176
2,0.654320988,0.882352941,6.466666667,9.66,12.88235294
2,1.081081081,1.434782609,5.948275862,3.836206897,10.82608696
3,1.436363636,1.428571429,1.387931034,3.224137931,8.928571429
3,2.144144144,2.25,9.129310345,5.965517241,16.1875
3,1.278820375,2.058823529,5.222891566,4.484939759,12.38235294
3,1.706563707,1.535714286,3.386462882,4.037117904,11
3,1.186666667,1.162162162,11.03529412,6.347058824,9.810810811
3,0.845454545,1.260869565,10.19101124,5.213483146,9.913043478
3,1.032608696,1.444444444,15.79166667,7.5625,11.11111111
3,0.566666667,1.083333333,12.58947368,6.747368421,8.833333333
3,1.098039216,1.428571429,16.8245614,7.087719298,17.57142857
3,0.691489362,1.576923077,8.519379845,5.604651163,9.307692308
